id,stars,n
tt0410377,7,7554
tt0410377,8,3409
tt0410377,9,1226
tt0410377,10,2189
tt0410764,1,1250
tt0410764,2,915
tt0410764,3,1283
tt0410764,4,1943
tt0410764,5,3289
tt0410764,6,5480
tt0410764,7,7227
tt0410764,8,5846
tt0410764,9,3172
tt0410764,10,3395
tt0411061,1,2209
tt0411061,2,2050
tt0411061,3,3115
tt0411061,4,5682
tt0411061,5,12125
tt0411061,6,21326
tt0411061,7,17171
tt0411061,8,7484
tt0411061,9,2473
tt0411061,10,3372
tt0411195,1,386
tt0411195,2,208
tt0411195,3,296
tt0411195,4,525
tt0411195,5,1150
tt0411195,6,2679
tt0411195,7,5844
tt0411195,8,5736
tt0411195,9,2928
tt0411195,10,3169
tt0411272,1,209
tt0411272,2,77
tt0411272,3,137
tt0411272,4,313
tt0411272,5,844
tt0411272,6,2900
tt0411272,7,9417
tt0411272,8,10662
tt0411272,9,3541
tt0411272,10,2177
tt0411477,1,2994
tt0411477,2,1948
tt0411477,3,3281
tt0411477,4,6811
tt0411477,5,17483
tt0411477,6,47255
tt0411477,7,90875
tt0411477,8,62319
tt0411477,9,22437
tt0411477,10,20147
tt0411705,1,2151
tt0411705,2,1628
tt0411705,3,2278
tt0411705,4,3135
tt0411705,5,4183
tt0411705,6,3672
tt0411705,7,2497
tt0411705,8,1471
tt0411705,9,710
tt0411705,10,1355
tt0411951,1,2107
tt0411951,2,1827
tt0411951,3,2912
tt0411951,4,4107
tt0411951,5,5658
tt0411951,6,4643
tt0411951,7,2690
tt0411951,8,1359
tt0411951,9,570
tt0411951,10,1942
tt0412019,1,1471
tt0412019,2,930
tt0412019,3,1384
tt0412019,4,2437
tt0412019,5,5769
tt0412019,6,14339
tt0412019,7,31750
tt0412019,8,28576
tt0412019,9,10802
tt0412019,10,6601
tt0412080,1,333
tt0412080,2,136
tt0412080,3,180
tt0412080,4,370
tt0412080,5,1162
tt0412080,6,3822
tt0412080,7,11739
tt0412080,8,18983
tt0412080,9,10172
tt0412080,10,9024
tt0412922,1,245
tt0412922,2,110
tt0412922,3,157
tt0412922,4,315
tt0412922,5,938
tt0412922,6,2492
tt0412922,7,5737
tt0412922,8,6643
tt0412922,9,3202
tt0412922,10,4250
tt0413099,1,5020
tt0413099,2,5151
tt0413099,3,9049
tt0413099,4,17535
tt0413099,5,33685
tt0413099,6,38473
tt0413099,7,22378
tt0413099,8,9120
tt0413099,9,3253
tt0413099,10,6120
tt0413267,1,5531
tt0413267,2,5025
tt0413267,3,10145
tt0413267,4,20950
tt0413267,5,50640
tt0413267,6,96084
tt0413267,7,70079
tt0413267,8,29280
tt0413267,9,9920
tt0413267,10,15656
tt0413300,1,14443
tt0413300,2,9730
tt0413300,3,18518
tt0413300,4,36466
tt0413300,5,79346
tt0413300,6,152263
tt0413300,7,145617
tt0413300,8,70923
tt0413300,9,27125
tt0413300,10,43879
tt0413895,1,802
tt0413895,2,528
tt0413895,3,1007
tt0413895,4,2213
tt0413895,5,5832
tt0413895,6,12038
tt0413895,7,10870
tt0413895,8,5204
tt0413895,9,1916
tt0413895,10,3263
tt0414055,1,758
tt0414055,2,512
tt0414055,3,920
tt0414055,4,2106
tt0414055,5,5460
tt0414055,6,14927
tt0414055,7,24232
tt0414055,8,13369
tt0414055,9,4902
tt0414055,10,5347
tt0414387,1,3239
tt0414387,2,1540
tt0414387,3,2143
tt0414387,4,3846
tt0414387,5,9027
tt0414387,6,23730
tt0414387,7,58971
tt0414387,8,81102
tt0414387,9,50422
tt0414387,10,68013
tt0414852,1,742
tt0414852,2,460
tt0414852,3,806
tt0414852,4,1431
tt0414852,5,3608
tt0414852,6,10113
tt0414852,7,23155
tt0414852,8,17514
tt0414852,9,6656
tt0414852,10,6901
tt0414853,1,1405
tt0414853,2,1138
tt0414853,3,1807
tt0414853,4,3160
tt0414853,5,5993
tt0414853,6,7311
tt0414853,7,4952
tt0414853,8,2630
tt0414853,9,1049
tt0414853,10,2707
tt0414982,1,3110
tt0414982,2,2855
tt0414982,3,5911
tt0414982,4,12376
tt0414982,5,28583
tt0414982,6,41124
tt0414982,7,25958
tt0414982,8,11710
tt0414982,9,4429
tt0414982,10,9319
tt0414993,1,5431
tt0414993,2,3365
tt0414993,3,4839
tt0414993,4,7919
tt0414993,5,15369
tt0414993,6,28933
tt0414993,7,47647
tt0414993,8,51127
tt0414993,9,34389
tt0414993,10,42672
tt0415306,1,3918
tt0415306,2,2565
tt0415306,3,4168
tt0415306,4,8113
tt0415306,5,18006
tt0415306,6,39679
tt0415306,7,52148
tt0415306,8,32659
tt0415306,9,12823
tt0415306,10,14409
tt0415965,1,302
tt0415965,2,172
tt0415965,3,272
tt0415965,4,689
tt0415965,5,1665
tt0415965,6,4090
tt0415965,7,6054
tt0415965,8,3677
tt0415965,9,1635
tt0415965,10,2058
tt0415978,1,854
tt0415978,2,480
tt0415978,3,573
tt0415978,4,968
tt0415978,5,1829
tt0415978,6,4022
tt0415978,7,8318
tt0415978,8,9619
tt0415978,9,5281
tt0415978,10,4798
tt0416044,1,536
tt0416044,2,278
tt0416044,3,417
tt0416044,4,925
tt0416044,5,2335
tt0416044,6,6343
tt0416044,7,14451
tt0416044,8,12831
tt0416044,9,5087
tt0416044,10,4325
tt0416185,1,283
tt0416185,2,106
tt0416185,3,249
tt0416185,4,518
tt0416185,5,1792
tt0416185,6,4833
tt0416185,7,7357
tt0416185,8,3444
tt0416185,9,1035
tt0416185,10,1345
tt0416212,1,490
tt0416212,2,182
tt0416212,3,251
tt0416212,4,484
tt0416212,5,1254
tt0416212,6,3386
tt0416212,7,7366
tt0416212,8,6500
tt0416212,9,3103
tt0416212,10,3707
tt0416236,1,1079
tt0416236,2,717
tt0416236,3,1551
tt0416236,4,3771
tt0416236,5,10182
tt0416236,6,24948
tt0416236,7,30055
tt0416236,8,14364
tt0416236,9,4908
tt0416236,10,6352
tt0416315,1,2540
tt0416315,2,1579
tt0416315,3,2420
tt0416315,4,4421
tt0416315,5,9476
tt0416315,6,17529
tt0416315,7,18337
tt0416315,8,10124
tt0416315,9,3728
tt0416315,10,4346
tt0416320,1,2225
tt0416320,2,1205
tt0416320,3,1736
tt0416320,4,3357
tt0416320,5,7674
tt0416320,6,20160
tt0416320,7,52640
tt0416320,8,72782
tt0416320,9,35725
tt0416320,10,23134
tt0416449,1,51819
tt0416449,2,7097
tt0416449,3,9384
tt0416449,4,14454
tt0416449,5,29220
tt0416449,6,67044
tt0416449,7,154467
tt0416449,8,221205
tt0416449,9,131908
tt0416449,10,141023
tt0416496,1,899
tt0416496,2,897
tt0416496,3,1656
tt0416496,4,3513
tt0416496,5,7326
tt0416496,6,10179
tt0416496,7,6299
tt0416496,8,2603
tt0416496,9,879
tt0416496,10,1871
tt0416508,1,640
tt0416508,2,391
tt0416508,3,638
tt0416508,4,1381
tt0416508,5,3722
tt0416508,6,10299
tt0416508,7,18787
tt0416508,8,13200
tt0416508,9,6252
tt0416508,10,7528
tt0416960,1,256
tt0416960,2,91
tt0416960,3,110
tt0416960,4,159
tt0416960,5,324
tt0416960,6,701
tt0416960,7,1950
tt0416960,8,3820
tt0416960,9,4135
tt0416960,10,9363
tt0417001,1,744
tt0417001,2,636
tt0417001,3,1165
tt0417001,4,2369
tt0417001,5,5769
tt0417001,6,9204
tt0417001,7,6452
tt0417001,8,3107
tt0417001,9,1130
tt0417001,10,1732
tt0417148,1,8128
tt0417148,2,5163
tt0417148,3,8134
tt0417148,4,13602
tt0417148,5,23623
tt0417148,6,28163
tt0417148,7,19567
tt0417148,8,9669
tt0417148,9,4686
tt0417148,10,20266
tt0417217,1,665
tt0417217,2,538
tt0417217,3,992
tt0417217,4,2395
tt0417217,5,6335
tt0417217,6,14059
tt0417217,7,13112
tt0417217,8,5272
tt0417217,9,1490
tt0417217,10,1977
tt0417397,1,706
tt0417397,2,236
tt0417397,3,357
tt0417397,4,581
tt0417397,5,1218
tt0417397,6,2715
tt0417397,7,5304
tt0417397,8,4928
tt0417397,9,2404
tt0417397,10,2614
tt0417433,1,1105
tt0417433,2,503
tt0417433,3,911
tt0417433,4,1656
tt0417433,5,3504
tt0417433,6,5034
tt0417433,7,4031
tt0417433,8,2050
tt0417433,9,796
tt0417433,10,1875
tt0417741,1,6222
tt0417741,2,2244
tt0417741,3,3644
tt0417741,4,7352
tt0417741,5,19333
tt0417741,6,53818
tt0417741,7,140988
tt0417741,8,159388
tt0417741,9,70348
tt0417741,10,90477
tt0418279,1,15951
tt0418279,2,8914
tt0418279,3,12910
tt0418279,4,20393
tt0418279,5,40159
tt0418279,6,82087
tt0418279,7,164245
tt0418279,8,142295
tt0418279,9,70100
tt0418279,10,87657
tt0418455,1,357
tt0418455,2,176
tt0418455,3,297
tt0418455,4,494
tt0418455,5,1418
tt0418455,6,4021
tt0418455,7,11036
tt0418455,8,17654
tt0418455,9,9476
tt0418455,10,6870
tt0418689,1,1292
tt0418689,2,619
tt0418689,3,1101
tt0418689,4,2597
tt0418689,5,7035
tt0418689,6,20772
tt0418689,7,44876
tt0418689,8,29443
tt0418689,9,9655
tt0418689,10,7651
tt0418763,1,2278
tt0418763,2,1104
tt0418763,3,1978
tt0418763,4,3963
tt0418763,5,10912
tt0418763,6,31382
tt0418763,7,66841
tt0418763,8,46880
tt0418763,9,15932
tt0418763,10,12098
tt0418773,1,403
tt0418773,2,295
tt0418773,3,455
tt0418773,4,715
tt0418773,5,1600
tt0418773,6,3736
tt0418773,7,6669
tt0418773,8,5187
tt0418773,9,2173
tt0418773,10,1848
tt0418819,1,2437
tt0418819,2,1836
tt0418819,3,3115
tt0418819,4,6229
tt0418819,5,13445
tt0418819,6,24899
tt0418819,7,23994
tt0418819,8,11566
tt0418819,9,3982
tt0418819,10,6494
tt0419058,1,414
tt0419058,2,214
tt0419058,3,316
tt0419058,4,629
tt0419058,5,1371
tt0419058,6,2420
tt0419058,7,3846
tt0419058,8,3896
tt0419058,9,3327
tt0419058,10,8401
tt0419294,1,451
tt0419294,2,250
tt0419294,3,377
tt0419294,4,683
tt0419294,5,1714
tt0419294,6,4565
tt0419294,7,11093
tt0419294,8,13186
tt0419294,9,5353
tt0419294,10,3263
tt0419677,1,553
tt0419677,2,291
tt0419677,3,451
tt0419677,4,807
tt0419677,5,1878
tt0419677,6,4678
tt0419677,7,11227
tt0419677,8,16349
tt0419677,9,10203
tt0419677,10,8595
tt0419706,1,5087
tt0419706,2,5299
tt0419706,3,9106
tt0419706,4,15145
tt0419706,5,24666
tt0419706,6,24804
tt0419706,7,15562
tt0419706,8,6979
tt0419706,9,2428
tt0419706,10,6082
tt0419749,1,366
tt0419749,2,204
tt0419749,3,366
tt0419749,4,701
tt0419749,5,1958
tt0419749,6,5759
tt0419749,7,12132
tt0419749,8,7890
tt0419749,9,2714
tt0419749,10,2969
tt0419843,1,702
tt0419843,2,423
tt0419843,3,822
tt0419843,4,1460
tt0419843,5,3556
tt0419843,6,7244
tt0419843,7,8676
tt0419843,8,4606
tt0419843,9,1924
tt0419843,10,2667
tt0419887,1,929
tt0419887,2,443
tt0419887,3,533
tt0419887,4,1108
tt0419887,5,2696
tt0419887,6,7535
tt0419887,7,19395
tt0419887,8,25899
tt0419887,9,12721
tt0419887,10,9665
tt0419946,1,3699
tt0419946,2,2387
tt0419946,3,3335
tt0419946,4,4985
tt0419946,5,6938
tt0419946,6,5280
tt0419946,7,3121
tt0419946,8,1446
tt0419946,9,602
tt0419946,10,2691
tt0419984,1,1453
tt0419984,2,1518
tt0419984,3,2738
tt0419984,4,5149
tt0419984,5,9549
tt0419984,6,8528
tt0419984,7,4204
tt0419984,8,1456
tt0419984,9,477
tt0419984,10,1336
tt0420087,1,757
tt0420087,2,455
tt0420087,3,576
tt0420087,4,1039
tt0420087,5,1974
tt0420087,6,3657
tt0420087,7,5462
tt0420087,8,4481
tt0420087,9,2263
tt0420087,10,2442
tt0420223,1,1494
tt0420223,2,863
tt0420223,3,1380
tt0420223,4,2920
tt0420223,5,7692
tt0420223,6,22353
tt0420223,7,57581
tt0420223,8,74808
tt0420223,9,36609
tt0420223,10,25335
tt0420238,1,975
tt0420238,2,702
tt0420238,3,1271
tt0420238,4,2551
tt0420238,5,6074
tt0420238,6,10784
tt0420238,7,8526
tt0420238,8,4025
tt0420238,9,1472
tt0420238,10,2327
tt0420251,1,324
tt0420251,2,169
tt0420251,3,281
tt0420251,4,567
tt0420251,5,1349
tt0420251,6,3323
tt0420251,7,6332
tt0420251,8,4687
tt0420251,9,1785
tt0420251,10,1359
tt0420293,1,502
tt0420293,2,228
tt0420293,3,436
tt0420293,4,1066
tt0420293,5,3108
tt0420293,6,9193
tt0420293,7,15747
tt0420293,8,8998
tt0420293,9,2739
tt0420293,10,2015
tt0420294,1,2653
tt0420294,2,2082
tt0420294,3,3342
tt0420294,4,5812
tt0420294,5,12640
tt0420294,6,18885
tt0420294,7,13495
tt0420294,8,7007
tt0420294,9,2798
tt0420294,10,5601
tt0420332,1,1999
tt0420332,2,405
tt0420332,3,486
tt0420332,4,715
tt0420332,5,1586
tt0420332,6,3122
tt0420332,7,6818
tt0420332,8,9968
tt0420332,9,7675
tt0420332,10,21491
tt0421054,1,2595
tt0421054,2,1814
tt0421054,3,2956
tt0421054,4,5314
tt0421054,5,10458
tt0421054,6,15895
tt0421054,7,14121
tt0421054,8,7719
tt0421054,9,2847
tt0421054,10,4209
tt0421073,1,993
tt0421073,2,747
tt0421073,3,1357
tt0421073,4,3130
tt0421073,5,9088
tt0421073,6,24277
tt0421073,7,39897
tt0421073,8,21510
tt0421073,9,6975
tt0421073,10,7665
tt0421082,1,446
tt0421082,2,233
tt0421082,3,353
tt0421082,4,728
tt0421082,5,1896
tt0421082,6,5255
tt0421082,7,14921
tt0421082,8,22757
tt0421082,9,11633
tt0421082,10,8118
tt0421206,1,506
tt0421206,2,238
tt0421206,3,417
tt0421206,4,1075
tt0421206,5,3116
tt0421206,6,8689
tt0421206,7,22000
tt0421206,8,20815
tt0421206,9,9584
tt0421206,10,11690
tt0421238,1,499
tt0421238,2,370
tt0421238,3,514
tt0421238,4,987
tt0421238,5,2563
tt0421238,6,6416
tt0421238,7,14353
tt0421238,8,15126
tt0421238,9,7406
tt0421238,10,5144
tt0421239,1,1636
tt0421239,2,1209
tt0421239,3,2467
tt0421239,4,5172
tt0421239,5,13731
tt0421239,6,33069
tt0421239,7,37833
tt0421239,8,16903
tt0421239,9,5553
tt0421239,10,7752
tt0421715,1,5999
tt0421715,2,3281
tt0421715,3,4997
tt0421715,4,9192
tt0421715,5,20477
tt0421715,6,53301
tt0421715,7,134649
tt0421715,8,204487
tt0421715,9,123805
tt0421715,10,98384
tt0421729,1,4066
tt0421729,2,2784
tt0421729,3,4149
tt0421729,4,6796
tt0421729,5,8889
tt0421729,6,7109
tt0421729,7,4275
tt0421729,8,2249
tt0421729,9,926
tt0421729,10,3254
tt0421994,1,827
tt0421994,2,400
tt0421994,3,569
tt0421994,4,1141
tt0421994,5,2654
tt0421994,6,5311
tt0421994,7,7593
tt0421994,8,5689
tt0421994,9,3375
tt0421994,10,6264
tt0422091,1,568
tt0422091,2,459
tt0422091,3,897
tt0422091,4,1071
tt0422091,5,1740
tt0422091,6,3696
tt0422091,7,5759
tt0422091,8,3372
tt0422091,9,1342
tt0422091,10,2108
tt0422401,1,1661
tt0422401,2,1337
tt0422401,3,1858
tt0422401,4,2863
tt0422401,5,5121
tt0422401,6,6717
tt0422401,7,5426
tt0422401,8,3199
tt0422401,9,1244
tt0422401,10,2450
tt0422720,1,2933
tt0422720,2,1988
tt0422720,3,3090
tt0422720,4,5802
tt0422720,5,12468
tt0422720,6,25205
tt0422720,7,28772
tt0422720,8,17602
tt0422720,9,7566
tt0422720,10,8527
tt0422774,1,3851
tt0422774,2,1813
tt0422774,3,2421
tt0422774,4,3259
tt0422774,5,3525
tt0422774,6,2563
tt0422774,7,1463
tt0422774,8,769
tt0422774,9,351
tt0422774,10,1669
tt0423294,1,1058
tt0423294,2,686
tt0423294,3,1383
tt0423294,4,3064
tt0423294,5,7827
tt0423294,6,17430
tt0423294,7,24060
tt0423294,8,13970
tt0423294,9,5793
tt0423294,10,7361
tt0423866,1,688
tt0423866,2,260
tt0423866,3,365
tt0423866,4,572
tt0423866,5,1425
tt0423866,6,3473
tt0423866,7,9654
tt0423866,8,17221
tt0423866,9,12477
tt0423866,10,9891
tt0423977,1,729
tt0423977,2,445
tt0423977,3,747
tt0423977,4,1570
tt0423977,5,4085
tt0423977,6,11073
tt0423977,7,21006
tt0423977,8,14304
tt0423977,9,5806
tt0423977,10,5921
tt0424095,1,1312
tt0424095,2,1198
tt0424095,3,2247
tt0424095,4,5244
tt0424095,5,13592
tt0424095,6,31697
tt0424095,7,40429
tt0424095,8,19625
tt0424095,9,6534
tt0424095,10,7626
tt0424136,1,4534
tt0424136,2,2127
tt0424136,3,2708
tt0424136,4,4398
tt0424136,5,9625
tt0424136,6,23228
tt0424136,7,46677
tt0424136,8,39845
tt0424136,9,16810
tt0424136,10,12701
tt0424205,1,218
tt0424205,2,115
tt0424205,3,167
tt0424205,4,292
tt0424205,5,839
tt0424205,6,2460
tt0424205,7,6890
tt0424205,8,9777
tt0424205,9,5178
tt0424205,10,4627
tt0424345,1,2457
tt0424345,2,1306
tt0424345,3,1643
tt0424345,4,3143
tt0424345,5,6768
tt0424345,6,16478
tt0424345,7,32495
tt0424345,8,33270
tt0424345,9,17444
tt0424345,10,22315
tt0424774,1,7021
tt0424774,2,5099
tt0424774,3,5676
tt0424774,4,5396
tt0424774,5,4751
tt0424774,6,3232
tt0424774,7,2205
tt0424774,8,1317
tt0424774,9,607
tt0424774,10,3786
tt0424823,1,2111
tt0424823,2,1967
tt0424823,3,3155
tt0424823,4,5337
tt0424823,5,8949
tt0424823,6,9386
tt0424823,7,6182
tt0424823,8,2854
tt0424823,9,1015
tt0424823,10,2288
tt0424880,1,475
tt0424880,2,252
tt0424880,3,407
tt0424880,4,808
tt0424880,5,2256
tt0424880,6,6014
tt0424880,7,13397
tt0424880,8,11926
tt0424880,9,5267
tt0424880,10,5565
tt0424993,1,1953
tt0424993,2,1632
tt0424993,3,2696
tt0424993,4,5073
tt0424993,5,9832
tt0424993,6,12145
tt0424993,7,8020
tt0424993,8,3526
tt0424993,9,1254
tt0424993,10,2550
tt0425061,1,2553
tt0425061,2,2275
tt0425061,3,4321
tt0425061,4,9386
tt0425061,5,24653
tt0425061,6,54901
tt0425061,7,65610
tt0425061,8,32785
tt0425061,9,11510
tt0425061,10,12861
tt0425112,1,5311
tt0425112,2,2056
tt0425112,3,3080
tt0425112,4,5694
tt0425112,5,13909
tt0425112,6,38553
tt0425112,7,101449
tt0425112,8,161294
tt0425112,9,95483
tt0425112,10,84312
tt0425123,1,1059
tt0425123,2,870
tt0425123,3,1678
tt0425123,4,3780
tt0425123,5,9820
tt0425123,6,23538
tt0425123,7,33323
tt0425123,8,19105
tt0425123,9,8140
tt0425123,10,11298
tt0425210,1,1545
tt0425210,2,971
tt0425210,3,1574
tt0425210,4,3241
tt0425210,5,8572
tt0425210,6,24320
tt0425210,7,70115
tt0425210,8,110322
tt0425210,9,57144
tt0425210,10,38826
tt0425333,1,515
tt0425333,2,83
tt0425333,3,105
tt0425333,4,199
tt0425333,5,385
tt0425333,6,994
tt0425333,7,3100
tt0425333,8,5892
tt0425333,9,4739
tt0425333,10,5827
tt0425413,1,641
tt0425413,2,495
tt0425413,3,1016
tt0425413,4,2356
tt0425413,5,6509
tt0425413,6,16595
tt0425413,7,22516
tt0425413,8,10870
tt0425413,9,3590
tt0425413,10,4102
tt0425430,1,1556
tt0425430,2,1474
tt0425430,3,2706
tt0425430,4,4864
tt0425430,5,9236
tt0425430,6,9500
tt0425430,7,5526
tt0425430,8,2310
tt0425430,9,839
tt0425430,10,2346
tt0425637,1,625
tt0425637,2,265
tt0425637,3,507
tt0425637,4,925
tt0425637,5,2141
tt0425637,6,5467
tt0425637,7,12920
tt0425637,8,13192
tt0425637,9,5965
tt0425637,10,4969
tt0426459,1,1123
tt0426459,2,778
tt0426459,3,1132
tt0426459,4,1944
tt0426459,5,3780
tt0426459,6,6734
tt0426459,7,7731
tt0426459,8,4795
tt0426459,9,1904
tt0426459,10,2614
tt0426578,1,295
tt0426578,2,124
tt0426578,3,166
tt0426578,4,291
tt0426578,5,852
tt0426578,6,2440
tt0426578,7,7046
tt0426578,8,9404
tt0426578,9,4314
tt0426578,10,3038
tt0426592,1,7020
tt0426592,2,5783
tt0426592,3,7856
tt0426592,4,10427
tt0426592,5,12199
tt0426592,6,10218
tt0426592,7,6934
tt0426592,8,3830
tt0426592,9,1609
tt0426592,10,4875
tt0426883,1,2216
tt0426883,2,978
tt0426883,3,1550
tt0426883,4,2945
tt0426883,5,7026
tt0426883,6,17669
tt0426883,7,33059
tt0426883,8,22055
tt0426883,9,8403
tt0426883,10,8762
tt0426931,1,1544
tt0426931,2,1015
tt0426931,3,1480
tt0426931,4,2451
tt0426931,5,4849
tt0426931,6,10614
tt0426931,7,21845
tt0426931,8,27121
tt0426931,9,16402
tt0426931,10,21214
tt0427152,1,3463
tt0427152,2,2896
tt0427152,3,4579
tt0427152,4,8706
tt0427152,5,17821
tt0427152,6,28139
tt0427152,7,22597
tt0427152,8,10749
tt0427152,9,3996
tt0427152,10,5169
tt0427229,1,2257
tt0427229,2,2137
tt0427229,3,3934
tt0427229,4,7675
tt0427229,5,17359
tt0427229,6,22658
tt0427229,7,14596
tt0427229,8,6317
tt0427229,9,2079
tt0427229,10,3220
tt0427309,1,631
tt0427309,2,196
tt0427309,3,286
tt0427309,4,590
tt0427309,5,1714
tt0427309,6,5478
tt0427309,7,16079
tt0427309,8,19629
tt0427309,9,8517
tt0427309,10,7005
tt0427327,1,3986
tt0427327,2,2071
tt0427327,3,3020
tt0427327,4,5421
tt0427327,5,11309
tt0427327,6,21898
tt0427327,7,30401
tt0427327,8,22891
tt0427327,9,12072
tt0427327,10,19788
tt0427392,1,1692
tt0427392,2,1424
tt0427392,3,2812
tt0427392,4,6230
tt0427392,5,14368
tt0427392,6,23880
tt0427392,7,17345
tt0427392,8,6724
tt0427392,9,2184
tt0427392,10,3260
tt0427470,1,448
tt0427470,2,288
tt0427470,3,491
tt0427470,4,1185
tt0427470,5,3518
tt0427470,6,10731
tt0427470,7,21121
tt0427470,8,13515
tt0427470,9,4614
tt0427470,10,3465
tt0427944,1,1179
tt0427944,2,653
tt0427944,3,1104
tt0427944,4,2247
tt0427944,5,6314
tt0427944,6,20778
tt0427944,7,61442
tt0427944,8,77744
tt0427944,9,32616
tt0427944,10,19448
tt0427954,1,603
tt0427954,2,355
tt0427954,3,576
tt0427954,4,1043
tt0427954,5,2366
tt0427954,6,5375
tt0427954,7,11012
tt0427954,8,7752
tt0427954,9,3527
tt0427954,10,5239
tt0427969,1,520
tt0427969,2,325
tt0427969,3,617
tt0427969,4,1446
tt0427969,5,3686
tt0427969,6,9134
tt0427969,7,10801
tt0427969,8,5141
tt0427969,9,1586
tt0427969,10,1635
tt0428870,1,234
tt0428870,2,80
tt0428870,3,111
tt0428870,4,197
tt0428870,5,496
tt0428870,6,1215
tt0428870,7,3475
tt0428870,8,6302
tt0428870,9,5743
tt0428870,10,6619
tt0429493,1,3275
tt0429493,2,2632
tt0429493,3,4451
tt0429493,4,9628
tt0429493,5,23092
tt0429493,6,51402
tt0429493,7,79259
tt0429493,8,48936
tt0429493,9,18996
tt0429493,10,19834
tt0429573,1,2232
tt0429573,2,1605
tt0429573,3,2397
tt0429573,4,3372
tt0429573,5,5110
tt0429573,6,4292
tt0429573,7,2860
tt0429573,8,1566
tt0429573,9,910
tt0429573,10,1857
tt0429589,1,1040
tt0429589,2,886
tt0429589,3,1724
tt0429589,4,3413
tt0429589,5,8027
tt0429589,6,11498
tt0429589,7,7510
tt0429589,8,3163
tt0429589,9,1065
tt0429589,10,1935
tt0429591,1,2232
tt0429591,2,1587
tt0429591,3,2601
tt0429591,4,4475
tt0429591,5,7654
tt0429591,6,8930
tt0429591,7,5404
tt0429591,8,3217
tt0429591,9,1507
tt0429591,10,5493
tt0430105,1,1394
tt0430105,2,914
tt0430105,3,1822
tt0430105,4,4112
tt0430105,5,11158
tt0430105,6,29809
tt0430105,7,50715
tt0430105,8,27519
tt0430105,9,9690
tt0430105,10,12546
tt0430304,1,9760
tt0430304,2,4397
tt0430304,3,5513
tt0430304,4,6904
tt0430304,5,8200
tt0430304,6,7400
tt0430304,7,5165
tt0430304,8,2946
tt0430304,9,1293
tt0430304,10,4779
tt0430308,1,7794
tt0430308,2,1598
tt0430308,3,2094
tt0430308,4,3433
tt0430308,5,6569
tt0430308,6,8743
tt0430308,7,7317
tt0430308,8,3803
tt0430308,9,1458
tt0430308,10,5359
tt0430357,1,4933
tt0430357,2,2939
tt0430357,3,4808
tt0430357,4,8747
tt0430357,5,17554
tt0430357,6,28836
tt0430357,7,24075
tt0430357,8,13905
tt0430357,9,5885
tt0430357,10,7293
tt0430634,1,776
tt0430634,2,418
tt0430634,3,711
tt0430634,4,1430
tt0430634,5,3224
tt0430634,6,6731
tt0430634,7,6208
tt0430634,8,3898
tt0430634,9,1914
tt0430634,10,4240
tt0430770,1,2020
tt0430770,2,1276
tt0430770,3,1727
tt0430770,4,2860
tt0430770,5,4472
tt0430770,6,4122
tt0430770,7,2545
tt0430770,8,1347
tt0430770,9,577
tt0430770,10,1352
tt0430912,1,5015
tt0430912,2,3576
tt0430912,3,4827
tt0430912,4,6901
tt0430912,5,7131
tt0430912,6,5265
tt0430912,7,3149
tt0430912,8,1564
tt0430912,9,679
tt0430912,10,2162
tt0430922,1,1848
tt0430922,2,1545
tt0430922,3,2903
tt0430922,4,6447
tt0430922,5,18112
tt0430922,6,47607
tt0430922,7,77956
tt0430922,8,46402
tt0430922,9,16442
tt0430922,10,14602
tt0431021,1,1398
tt0431021,2,1240
tt0431021,3,2266
tt0431021,4,4928
tt0431021,5,10914
tt0431021,6,16680
tt0431021,7,12029
tt0431021,8,5751
tt0431021,9,2151
tt0431021,10,3779
tt0431197,1,2187
tt0431197,2,845
tt0431197,3,1249
tt0431197,4,2458
tt0431197,5,7016
tt0431197,6,19839
tt0431197,7,43853
tt0431197,8,30556
tt0431197,9,10774
tt0431197,10,8304
tt0431308,1,3035
tt0431308,2,2201
tt0431308,3,3476
tt0431308,4,6565
tt0431308,5,14089
tt0431308,6,31436
tt0431308,7,55631
tt0431308,8,43725
tt0431308,9,23472
tt0431308,10,28963
tt0432021,1,4530
tt0432021,2,3274
tt0432021,3,6034
tt0432021,4,11667
tt0432021,5,25426
tt0432021,6,50844
tt0432021,7,48051
tt0432021,8,23269
tt0432021,9,8827
tt0432021,10,16435
tt0432283,1,1809
tt0432283,2,949
tt0432283,3,1475
tt0432283,4,2698
tt0432283,5,6027
tt0432283,6,16132
tt0432283,7,46054
tt0432283,8,80536
tt0432283,9,47535
tt0432283,10,34880
tt0432291,1,6918
tt0432291,2,4945
tt0432291,3,6516
tt0432291,4,6484
tt0432291,5,5485
tt0432291,6,3077
tt0432291,7,1704
tt0432291,8,871
tt0432291,9,347
tt0432291,10,1561
tt0432348,1,5410
tt0432348,2,3317
tt0432348,3,5597
tt0432348,4,10733
tt0432348,5,24119
tt0432348,6,54962
tt0432348,7,73236
tt0432348,8,40342
tt0432348,9,16644
tt0432348,10,22555
tt0432402,1,636
tt0432402,2,400
tt0432402,3,523
tt0432402,4,1017
tt0432402,5,2372
tt0432402,6,4695
tt0432402,7,5375
tt0432402,8,3258
tt0432402,9,1396
tt0432402,10,2180
tt0432637,1,933
tt0432637,2,395
tt0432637,3,491
tt0432637,4,956
tt0432637,5,2135
tt0432637,6,4283
tt0432637,7,5067
tt0432637,8,3059
